Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20142016","2014-2016","%","60","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20152017","2015-2017","%","59","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20162018","2016-2018","%","59","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20002002","2000-2002","g/capita/day","54.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20012003","2001-2003","g/capita/day","55.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20022004","2002-2004","g/capita/day","56.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20032005","2003-2005","g/capita/day","56.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20042006","2004-2006","g/capita/day","57.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20052007","2005-2007","g/capita/day","59","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20062008","2006-2008","g/capita/day","60","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20072009","2007-2009","g/capita/day","61.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20082010","2008-2010","g/capita/day","62.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/capita/day","63.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/capita/day","65","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/capita/day","65.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/capita/day","66.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/capita/day","67.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/capita/day","69.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","70.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20162018","2016-2018","g/capita/day","71.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20002002","2000-2002","g/capita/day","16.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20012003","2001-2003","g/capita/day","16.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20022004","2002-2004","g/capita/day","17.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20032005","2003-2005","g/capita/day","18.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20042006","2004-2006","g/capita/day","18.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20052007","2005-2007","g/capita/day","19.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20062008","2006-2008","g/capita/day","20.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20072009","2007-2009","g/capita/day","21.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20082010","2008-2010","g/capita/day","21.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/capita/day","22.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20102012","2010-2012","g/capita/day","23.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20112013","2011-2013","g/capita/day","23.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20122014","2012-2014","g/capita/day","24.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20132015","2013-2015","g/capita/day","24.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20142016","2014-2016","g/capita/day","25.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","26.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20162018","2016-2018","g/capita/day","27","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2000","2000","I$","5921.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2001","2001","I$","6018.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2002","2002","I$","6238.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2003","2003","I$","6519.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2004","2004","I$","6844.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2005","2005","I$","7143.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2006","2006","I$","7475.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2007","2007","I$","7868","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","8122.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2009","2009","I$","8221.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2010","2010","I$","8733.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2011","2011","I$","9047.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2012","2012","I$","9479.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2013","2013","I$","9839.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2014","2014","I$","10173.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2015","2015","I$","10545","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2016","2016","I$","10940.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2017","2017","I$","11412.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","11885.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2019","2019","I$","12286","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2020","2020","I$","11687.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","20","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","19.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","18.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","17.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","17.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","16.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","15.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","14.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","13.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","11.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","10.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","9.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","9.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","8.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","8.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","7.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","7.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","7.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","7.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2000","2000","%","20.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2001","2001","%","20.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2002","2002","%","19.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2003","2003","%","18.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2004","2004","%","17.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2005","2005","%","17.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2006","2006","%","16.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2007","2007","%","15.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2008","2008","%","14.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2009","2009","%","13.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2010","2010","%","11.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2011","2011","%","10.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2012","2012","%","9.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2013","2013","%","9.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2014","2014","%","8.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2015","2015","%","8.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2016","2016","%","7.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5304","South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2017","2017","%","7.4","F","FAO estimate",""
